Entry Time,Symbols,Exit Time,Direction,Entry Price,Exit Price,Quantity,P&L,Fees,MAE,MFE,Drawdown,IsWin,Order Ids
2024-10-10T14:00:00Z,"NVDA  241115P00120000",2024-11-06T15:00:00Z,Sell,3,0.35,4,1060,2.6,-60,1062,594,1,"	315,338" 
2024-10-11T14:00:00Z,"NVDA  241115P00122000",2024-11-05T15:00:00Z,Sell,3.1,0.8,1,230,2,-60,232,176,1,"	316,336" 
2024-10-15T14:00:00Z,"NVDA  241115P00124000",2024-11-16T05:00:00Z,Sell,2.32,0,2,464,1.3,-391,464,391,1,"	319,357" 
2024-10-23T14:00:00Z,"NVDA  241129P00129000",2024-11-22T15:00:00Z,Sell,4.5,0.19,1,431,2,-254,431.5,299,1,"	325,363" 
2024-10-28T14:00:00Z,"TSLA  241129P00245000",2024-11-13T15:00:00Z,Sell,7.75,0.63,11,7832,14.3,-7425,7854,7480,1,"	328,352" 
2024-10-29T14:00:00Z,"TSLA  241129P00240000",2024-11-08T15:00:00Z,Sell,6.8,0.97,8,4664,10.4,-4140,4696,4164,1,"	329,343" 
2024-10-30T14:00:00Z,"TSLA  241206P00235000",2024-11-08T15:00:00Z,Sell,6.45,1.28,13,6721,16.9,-6110,6799,6110,1,"	331,341" 
2024-10-31T14:00:00Z,"NVDA  241206P00125000",2024-11-25T15:00:00Z,Sell,4,0.41,14,5026,18.2,-2800,5124,2800,1,"	332,365" 
2024-11-04T15:00:00Z,"NVDA  241206P00123000",2024-11-22T15:00:00Z,Sell,4.35,0.3,5,2025,6.5,0,2035,572.5,1,"	335,362" 
2024-11-06T15:00:00Z,"AMZN  241213P00180000",2024-12-04T15:00:00Z,Sell,1.21,0.07,10,1140,11.5,0,1145,625,1,"	339,389" 
2024-11-07T15:00:00Z,"TSLA  241213P00260000",2024-11-08T15:00:00Z,Sell,6.85,5.15,15,2550,19.5,0,3487.5,937.5,1,"	340,342" 
2024-11-08T15:00:00Z,"TSLA  241213P00270000",2024-11-11T15:00:00Z,Sell,6.25,4.85,34,4760,44.2,0,5270,510,1,"	345,347" 
2024-11-11T15:00:00Z,"TSLA  241213P00290000",2024-11-12T15:00:00Z,Sell,9.2,5.65,22,7810,28.6,0,8085,275,1,"	349,350" 
2024-11-11T15:00:00Z,"TSLA  241227P00290000",2024-12-04T15:00:00Z,Sell,11.2,1.25,34,33830,44.2,-3740,33932,17085,1,"	348,390" 
2024-11-12T15:00:00Z,"TSLA  241213P00315000",2024-11-15T15:00:00Z,Sell,11.35,21.25,12,-11880,23.4,-11880,0,11880,0,"	351,356" 
2024-11-12T15:00:00Z,"TSLA  241213P00315000",2024-12-04T15:00:00Z,Sell,11.35,1.23,12,12144,7.8,-11880,12168,11880,1,"	351,387" 
2024-11-13T15:00:00Z,"TSLA  241220P00295000",2024-12-03T15:00:00Z,Sell,9.75,1.15,13,11180,16.9,-4680,11219,5492.5,1,"	353,385" 
2024-11-14T15:00:00Z,"TSLA  241220P00300000",2024-12-02T15:00:00Z,Sell,10.6,2.42,10,8180,13,-4900,8200,4900,1,"	354,378" 
2024-11-18T15:00:00Z,"TSLA  241220P00290000",2024-12-06T15:00:00Z,Sell,9.2,0.45,6,5250,7.8,0,5259,120,1,"	358,394" 
2024-11-19T15:00:00Z,"TSLA  241220P00305000",2024-12-02T15:00:00Z,Sell,9.55,3.05,14,9100,18.2,0,9135,875,1,"	359,374" 
2024-11-20T15:00:00Z,"TSLA  241227P00310000",2024-12-03T15:00:00Z,Sell,10.65,3.25,12,8880,15.6,-450,8940,1020,1,"	360,382" 
2024-11-21T15:00:00Z,"AMZN  241227P00185000",2024-11-29T15:00:00Z,Sell,1.43,0.68,11,825,14.3,-869,913,869,1,"	361,370" 
2024-11-22T15:00:00Z,"AMZN  241227P00180000",2024-11-27T15:00:00Z,Sell,1.43,0.43,8,800,10.4,0,812,12,1,"	364,368" 
2024-11-25T15:00:00Z,"AMZN  241227P00175000",2024-12-02T15:00:00Z,Sell,0.9,0.31,17,1003,22.1,0,1054,51,1,"	366,376" 
2024-11-26T15:00:00Z,"TSLA  241227P00305000",2024-12-03T15:00:00Z,Sell,7.5,2.61,5,2445,6.5,0,2470,42.5,1,"	367,383" 
2024-11-27T15:00:00Z,"TSLA  250103P00305000",2024-12-02T15:00:00Z,Sell,8,6.2,7,1260,9.1,-903,1365,903,1,"	369,372" 
2024-11-29T15:00:00Z,"TSLA  250103P00300000",2024-12-04T15:00:00Z,Sell,7.45,3.6,4,1540,5.2,0,1570,30,1,"	371,388" 
2024-12-02T15:00:00Z,"TSLA  250117P00310000",2024-12-03T15:00:00Z,Sell,10.2,8.2,7,1400,24.7,0,1435,35,1,"	373,381" 
2024-12-02T15:00:00Z,"TSLA  250117P00310000",2024-12-03T15:00:00Z,Sell,10.2,8.2,14,2800,9.1,0,2870,70,1,"	375,381" 
2024-12-02T15:00:00Z,"TSLA  250117P00310000",2024-12-03T15:00:00Z,Sell,10.2,8.2,10,2000,6.5,0,2050,50,1,"	379,381" 
2024-12-02T15:00:00Z,"AMZN  250117P00185000",2024-12-03T15:00:00Z,Sell,1.14,0.85,17,493,22.1,0,518.5,25.5,1,"	377,384" 
2024-12-02T15:00:00Z,"TSLA  250103P00310000",2024-12-05T15:00:00Z,Sell,7.1,4.35,8,2200,10.4,0,2260,60,1,"	380,392" 
2024-12-03T15:00:00Z,"META  250103P00535000",2025-01-04T05:00:00Z,Sell,2.05,0,17,3485,11.05,-450.5,3485,2966.5,1,"	386,421" 
2024-12-04T15:00:00Z,"META  250110P00555000",2024-12-19T15:00:00Z,Sell,3.4,6.35,14,-4130,22.1,-4130,2968,7098,0,"	391,405" 
2024-12-04T15:00:00Z,"META  250110P00555000",2024-12-23T15:00:00Z,Sell,3.4,6.9,6,-2100,5.85,-2100,1272,3372,0,"	391,409" 
2024-12-05T15:00:00Z,"META  250110P00555000",2024-12-23T15:00:00Z,Sell,3,6.9,3,-1170,9.75,-1170,516,1686,0,"	393,409" 
2024-12-05T15:00:00Z,"META  250110P00555000",2025-01-11T05:00:00Z,Sell,3,0,12,3600,0,-4680,3600,6744,1,"	393,427" 
2024-12-06T15:00:00Z,"TSLA  250110P00335000",2024-12-26T15:00:00Z,Sell,10,1.01,18,16182,23.4,0,16236,3393,1,"	395,412" 
2024-12-09T15:00:00Z,"TSLA  250110P00350000",2024-12-27T15:00:00Z,Sell,10.65,1.31,17,15878,22.1,-119,15946,4930,1,"	396,415" 
2024-12-10T15:00:00Z,"TSLA  250124P00350000",2024-12-24T15:00:00Z,Sell,13.75,6.1,9,6885,11.7,0,8550,4068,1,"	397,410" 
2024-12-11T15:00:00Z,"TSLA  250117P00360000",2025-01-18T05:00:00Z,Sell,12.45,0,9,11205,5.85,0,11205,5814,1,"	398,438" 
2024-12-12T15:00:00Z,"TSLA  250117P00385000",2024-12-18T15:00:00Z,Sell,14.95,6.7,8,6600,10.4,-1440,6720,1440,1,"	399,403" 
2024-12-13T15:00:00Z,"TSLA  250117P00375000",2024-12-26T15:00:00Z,Sell,12.55,3.8,5,4375,6.5,0,4425,3610,1,"	400,413" 
2024-12-16T15:00:00Z,"TSLA  250117P00395000",2025-01-18T05:00:00Z,Sell,14.8,0,4,5920,2.6,-4696,5920,8116,1,"	401,439" 
2024-12-17T15:00:00Z,"TSLA  250117P00415000",2025-01-13T11:30:00Z,Sell,15.6,0,5,7800,3.25,-12837.5,7800,15387.5,0,"	402,428" 
2024-12-18T15:00:00Z,"TSLA  250124P00435000",2024-12-23T15:00:00Z,Sell,21.4,44.2,5,-11400,6.5,-11400,0,11400,0,"	404,408" 
2024-12-24T15:00:00Z,"GOOGL 250124P00175000",2025-01-25T05:00:00Z,Sell,0.74,0,26,1924,16.9,-520,1924,884,1,"	411,447" 
2024-12-26T15:00:00Z,"GOOGL 250131P00175000",2025-01-21T15:00:00Z,Sell,1.29,0.18,39,4329,50.7,-2535,4368,2691,1,"	414,440" 
2024-12-27T15:00:00Z,"TSLA  250131P00410000",2025-01-02T15:00:00Z,Sell,21.75,36.75,10,-15000,16.25,-15250,0,15250,0,"	416,420" 
2024-12-27T15:00:00Z,"TSLA  250131P00410000",2025-01-29T21:00:00Z,Sell,21.75,0,5,10875,0,-13212.5,10875,13212.5,1,"	416,453" 
2024-12-30T15:00:00Z,"TSLA  250131P00390000",2025-01-07T15:00:00Z,Sell,19.65,20.3,4,-260,5.2,-6100,0,6100,0,"	417,423" 
2025-01-06T15:00:00Z,"NVDA  250207P00131000",2025-01-24T15:00:00Z,Sell,2.62,0.4,35,7770,45.5,-11445,7805,13755,1,"	422,445" 
2025-01-07T15:00:00Z,"NVDA  250207P00136000",2025-01-28T15:00:00Z,Sell,2.33,18.8,41,-67527,53.3,-68019,6150,74169,0,"	424,449" 
2025-01-08T15:00:00Z,"NVDA  250214P00127000",2025-01-23T15:00:00Z,Sell,2.99,0.55,3,732,5.2,-468,735,561,1,"	425,443" 
2025-01-10T15:00:00Z,"NVDA  250214P00127000",2025-01-23T15:00:00Z,Sell,2.68,0.55,2,426,1.3,-374,428,374,1,"	426,443" 
2025-01-13T11:30:00Z,"TSLA",2025-12-22T11:30:00Z,Buy,415,440,500,1250000,0,-9657000,3744000,10318000,1,"	428,873" 
2025-01-16T15:00:00Z,"META  250221P00555000",2025-01-31T15:00:00Z,Sell,9.35,0.56,4,3516,5.2,-280,3544,424,1,"	436,456" 
2025-01-16T15:00:00Z,"TSLA  250221C00465000",2025-02-05T15:00:00Z,Sell,23.35,2.19,5,10580,6.5,-325,10602.5,3337.5,1,"	435,464" 
2025-01-17T15:00:00Z,"META  250221P00550000",2025-01-31T15:00:00Z,Sell,8.85,0.46,1,839,2,0,842,13.5,1,"	437,455" 
2025-01-21T15:00:00Z,"GOOGL 250221P00175000",2025-02-07T15:00:00Z,Sell,1.24,0.25,29,2871,37.7,-2407,2929,3349.5,1,"	441,469" 
2025-01-22T15:00:00Z,"GOOGL 250228P00180000",2025-02-10T15:00:00Z,Sell,1.39,2.36,17,-1649,28.6,-3417,1147.5,3655,0,"	442,472" 
2025-01-22T15:00:00Z,"GOOGL 250228P00180000",2025-02-24T15:00:00Z,Sell,1.39,2.82,10,-1430,13,-2010,675,2150,0,"	442,491" 
2025-01-23T15:00:00Z,"GOOGL 250228P00180000",2025-02-24T15:00:00Z,Sell,1.25,2.82,10,-1570,17.55,-2150,535,2150,0,"	444,491" 
2025-01-23T15:00:00Z,"GOOGL 250228P00180000",2025-02-27T21:00:00Z,Sell,1.25,0,17,2125,0,-17816,2125,18725.5,0,"	444,495" 
2025-01-24T15:00:00Z,"NVDA  250228P00134000",2025-01-28T15:00:00Z,Sell,3.15,21.85,34,-63580,44.2,-63580,0,63580,0,"	446,450" 
2025-01-27T15:00:00Z,"NVDA  250228P00130000",2025-01-28T15:00:00Z,Sell,3.25,16.8,26,-35230,33.8,-35490,0,35490,0,"	448,451" 
2025-01-29T15:00:00Z,"META  250307P00610000",2025-02-06T15:00:00Z,Sell,10.45,2.27,4,3272,5.2,-240,3388,240,1,"	452,467" 
2025-01-29T21:00:00Z,"TSLA",2025-12-22T11:30:00Z,Buy,410,440,500,1500000,0,-9407000,3994000,9407000,1,"	453,873" 
2025-01-30T15:00:00Z,"TSLA  250307C00415000",2025-02-03T15:00:00Z,Sell,21.2,23.25,5,-1025,6.5,-1025,0,1025,0,"	454,458" 
2025-01-31T15:00:00Z,"GOOGL 250307P00180000",2025-02-28T15:00:00Z,Sell,1.62,12.3,17,-18156,26,-18156,918,19074,0,"	457,498" 
2025-02-03T15:00:00Z,"TSLA  250321C00445000",2025-02-04T15:00:00Z,Sell,18.5,12.2,5,3150,6.5,0,3195,45,1,"	459,461" 
2025-02-03T15:00:00Z,"GOOGL 250307P00185000",2025-02-24T15:00:00Z,Sell,1.75,6.9,14,-7210,18.2,-7210,245,7455,0,"	460,490" 
2025-02-04T15:00:00Z,"TSLA  250307C00410000",2025-02-20T15:00:00Z,Sell,15.8,2.75,5,6525,6.5,-1050,6800,1050,1,"	462,486" 
2025-02-04T15:00:00Z,"GOOGL 250307P00180000",2025-02-28T15:00:00Z,Sell,1.69,12.3,6,-6366,3.9,-6366,366,6732,0,"	463,498" 
2025-02-05T15:00:00Z,"TSLA  250314C00430000",2025-02-20T15:00:00Z,Sell,14.15,2.68,5,5735,6.5,0,6035,895,1,"	465,485" 
2025-02-05T15:00:00Z,"AMZN  250314P00215000",2025-02-28T15:00:00Z,Sell,2.28,9.1,7,-4774,11.7,-4788,630,5418,0,"	466,499" 
2025-02-07T15:00:00Z,"AMZN  250314P00215000",2025-02-28T15:00:00Z,Sell,2.37,9.1,4,-2692,2.6,-2700,396,3096,0,"	470,499" 
2025-02-11T15:00:00Z,"AAPL  250328P00205000",2025-03-29T04:00:00Z,Sell,0.97,0,2,194,1.3,-676,194,811,1,"	473,530" 
2025-02-14T15:00:00Z,"AAPL  250321P00220000",2025-03-22T04:00:00Z,Sell,0.97,0,2,194,1.3,-2082,194,2172,0,"	480,521" 
2025-02-18T15:00:00Z,"NVDA  250321P00126000",2025-03-11T14:00:00Z,Sell,4.3,19.85,1,-1555,2,-1555,95,1650,0,"	481,509" 
2025-02-20T15:00:00Z,"NVDA  250328P00126000",2025-03-11T14:00:00Z,Sell,4.05,20.1,1,-1605,2,-1605,27.5,1632.5,0,"	487,508" 
2025-02-25T15:00:00Z,"AAPL  250328P00220000",2025-03-11T14:00:00Z,Sell,0.87,4.65,5,-1890,6.5,-1890,0,1890,0,"	492,507" 
2025-02-26T15:00:00Z,"AAPL  250404P00220000",2025-04-03T20:00:00Z,Sell,0.9,0,1,90,1,-1620,90,1620,0,"	493,535" 
2025-02-27T21:00:00Z,"GOOGL",2025-09-22T04:00:00Z,Buy,180,220,1700,6800000,0,-6001000,12702400,6001000,1,"	495,748" 
2025-03-04T15:00:00Z,"MSFT  250411P00350000",2025-03-11T14:00:00Z,Sell,2.15,5.7,2,-710,2.6,-710,130,840,0,"	501,511" 
2025-03-04T15:00:00Z,"GOOGL 250404C00180000",2025-03-19T14:00:00Z,Sell,1.75,0.27,17,2516,22.1,-2975,2533,2975,1,"	500,517" 
2025-03-05T15:00:00Z,"MSFT  250411P00355000",2025-03-11T14:00:00Z,Sell,3.2,6.65,1,-345,2.3,-345,128,473,0,"	502,510" 
2025-03-06T15:00:00Z,"MSFT  250411P00360000",2025-04-04T14:00:00Z,Sell,2.04,3.55,1,-151,2,-503.5,146,503.5,0,"	503,543" 
2025-03-07T15:00:00Z,"MSFT  250411P00355000",2025-03-11T14:00:00Z,Sell,2.58,6.65,1,-407,1,-407,66,407,0,"	504,510" 
2025-03-10T14:00:00Z,"AAPL  250411P00215000",2025-04-04T14:00:00Z,Sell,1.71,13.35,1,-1164,2,-1164,29,1193,0,"	505,540" 
2025-03-12T14:00:00Z,"AAPL  250425P00200000",2025-04-04T14:00:00Z,Sell,2.82,6.5,1,-368,2,-368,205,573,0,"	512,542" 
2025-03-13T14:00:00Z,"AMZN  250417P00180000",2025-04-04T14:00:00Z,Sell,2.55,7.1,1,-455,2.3,-470,209,679,0,"	513,541" 
2025-03-17T14:00:00Z,"AMZN  250417P00180000",2025-04-04T14:00:00Z,Sell,2.14,7.1,1,-496,1,-511,168,679,0,"	515,541" 
2025-03-20T14:00:00Z,"AMZN  250425P00175000",2025-03-26T14:00:00Z,Sell,1.17,0.54,1,63,2,-59.5,71,59.5,1,"	519,526" 
2025-03-22T04:00:00Z,"AAPL",2025-09-08T04:00:00Z,Buy,220,220,200,0,0,-951600,395600,1029400,0,"	521,722" 
2025-03-25T14:00:00Z,"NVDA  250425P00110000",2025-04-04T14:00:00Z,Sell,1.69,11,4,-3724,5.2,-3724,0,3724,0,"	525,538" 
2025-03-25T14:00:00Z,"AAPL  250425C00245000",2025-04-15T14:00:00Z,Sell,0.33,0.07,2,52,2.3,-37,54,40,1,"	524,556" 
2025-03-26T14:00:00Z,"TSLA  250502P00260000",2025-04-04T14:00:00Z,Sell,13.1,20.05,2,-1390,2.6,-2000,0,2000,0,"	527,539" 
2025-04-03T20:00:00Z,"AAPL",2025-09-08T04:00:00Z,Buy,220,220,100,0,0,-475800,197800,475800,0,"	535,722" 
2025-04-10T14:00:00Z,"NVDA  250516P00105000",2025-04-22T14:00:00Z,Sell,3.9,10.85,3,-2085,3.9,-2085,67.5,2152.5,0,"	553,562" 
2025-04-25T14:00:00Z,"AAPL  250530C00220000",2025-05-06T14:00:00Z,Sell,4.15,0.84,3,993,3.9,-279,1002,309,1,"	566,574" 
2025-04-25T14:00:00Z,"TSLA  250530P00235000",2025-05-14T14:00:00Z,Sell,10.2,0.44,1,976,2,0,981,90,1,"	567,587" 
2025-04-28T14:00:00Z,"TSLA  250530P00260000",2025-05-14T14:00:00Z,Sell,11.25,0.86,1,1039,2.3,0,1040.5,217.5,1,"	568,586" 
2025-04-29T14:00:00Z,"TSLA  250530P00260000",2025-05-14T14:00:00Z,Sell,10.55,0.86,1,969,1,-70,970.5,217.5,1,"	569,586" 
2025-04-30T14:00:00Z,"TSLA  250606P00265000",2025-05-12T14:00:00Z,Sell,11.95,7.05,1,490,2,-358,497.5,358,1,"	570,579" 
2025-05-05T14:00:00Z,"TSLA  250606P00260000",2025-05-13T14:00:00Z,Sell,9.9,2.61,1,729,2,-240,732,240,1,"	573,583" 
2025-05-12T14:00:00Z,"TSLA  250627P00270000",2025-05-13T14:00:00Z,Sell,13.4,7.8,1,560,2,0,567.5,7.5,1,"	580,582" 
2025-05-12T14:00:00Z,"TSLA  250613P00270000",2025-05-29T14:00:00Z,Sell,10.2,0.97,1,923,2,0,932,65,1,"	581,604" 
2025-05-13T14:00:00Z,"AAPL  250613C00230000",2025-05-29T14:00:00Z,Sell,0.96,0.18,3,234,3.9,-123,237,123,1,"	584,602" 
2025-05-13T14:00:00Z,"TSLA  250613P00285000",2025-06-14T04:00:00Z,Sell,8.4,0,2,1680,1.3,-1420,1680,2954,1,"	585,625" 
2025-05-14T14:00:00Z,"TSLA  250620P00300000",2025-05-23T14:00:00Z,Sell,10.4,7.3,3,930,3.9,0,1065,667.5,1,"	588,594" 
2025-05-15T14:00:00Z,"META  250620P00595000",2025-06-04T14:00:00Z,Sell,5.4,1.46,1,394,2,-465,398,465,1,"	589,614" 
2025-05-19T14:00:00Z,"META  250620P00575000",2025-06-05T14:00:00Z,Sell,4.6,0.56,1,404,2,-152.5,409,182.5,1,"	590,617" 
2025-05-20T14:00:00Z,"TSLA  250620P00310000",2025-05-27T14:00:00Z,Sell,10.1,10,2,20,2.6,-380,105,485,1,"	591,597" 
2025-05-21T14:00:00Z,"TSLA  250627P00310000",2025-05-28T14:00:00Z,Sell,11.45,7.25,1,420,2.3,-282.5,427.5,282.5,1,"	592,600" 
2025-05-23T14:00:00Z,"TSLA  250627P00310000",2025-05-28T14:00:00Z,Sell,11.9,7.25,1,465,1,-237.5,472.5,35,1,"	596,600" 
2025-05-23T14:00:00Z,"GOOGL 250627C00180000",2025-06-28T04:00:00Z,Sell,3.3,0,17,5610,11.05,-561,5610,4624,1,"	595,638" 
2025-05-27T14:00:00Z,"TSLA  250627P00305000",2025-05-28T14:00:00Z,Sell,10.6,6.3,1,430,2,0,437.5,7.5,1,"	598,599" 
2025-05-28T14:00:00Z,"TSLA  250703P00325000",2025-05-29T14:00:00Z,Sell,13.25,15,4,-700,5.2,-700,56,756,0,"	601,603" 
2025-05-29T14:00:00Z,"TSLA  250703P00320000",2025-05-30T14:00:00Z,Sell,11.75,11.7,4,20,5.2,0,60,40,1,"	605,606" 
2025-05-30T14:00:00Z,"TSLA  250703P00325000",2025-06-02T14:00:00Z,Sell,13.05,16.15,4,-1240,5.2,-1240,0,1240,0,"	607,608" 
2025-06-02T14:00:00Z,"TSLA  250718P00310000",2025-06-03T14:00:00Z,Sell,14.55,14.25,4,120,5.2,0,156,36,1,"	609,611" 
2025-06-02T14:00:00Z,"TSLA  250703P00315000",2025-06-04T14:00:00Z,Sell,12.2,11.25,2,190,2.6,0,205,15,1,"	610,615" 
2025-06-03T14:00:00Z,"AAPL  250711C00220000",2025-06-18T14:00:00Z,Sell,1.58,0.3,3,384,3.9,-66,387,135,1,"	612,628" 
2025-06-03T14:00:00Z,"NVDA  250711P00124000",2025-06-25T14:00:00Z,Sell,0.79,0.23,7,392,9.1,-535.5,399,535.5,1,"	613,632" 
2025-06-04T14:00:00Z,"NVDA  250711P00128000",2025-06-26T14:00:00Z,Sell,1.95,0.21,8,1392,14.3,-236,1396,448,1,"	616,634" 
2025-06-05T14:00:00Z,"NVDA  250711P00128000",2025-06-26T14:00:00Z,Sell,1.77,0.21,6,936,3.9,-285,939,336,1,"	618,634" 
2025-06-10T14:00:00Z,"GOOGL 250711P00160000",2025-07-01T14:00:00Z,Sell,0.99,0.2,2,158,2.6,-194,165,246,1,"	621,645" 
2025-06-11T14:00:00Z,"GOOGL 250718P00160000",2025-06-30T14:00:00Z,Sell,1.08,0.38,4,280,7.15,-588,292,600,1,"	622,641" 
2025-06-12T14:00:00Z,"GOOGL 250718P00160000",2025-06-30T14:00:00Z,Sell,1.19,0.38,2,162,1.3,-272,168,300,1,"	623,641" 
2025-06-13T14:00:00Z,"GOOGL 250718P00160000",2025-06-30T14:00:00Z,Sell,1.27,0.38,1,89,1,-128,92,150,1,"	624,641" 
2025-06-16T14:00:00Z,"NVDA  250718P00130000",2025-06-30T14:00:00Z,Sell,2.37,0.37,2,400,4.55,0,402,44,1,"	626,639" 
2025-06-17T14:00:00Z,"NVDA  250718P00130000",2025-06-30T14:00:00Z,Sell,1.48,0.37,3,333,1.95,-267,336,66,1,"	627,639" 
2025-06-18T14:00:00Z,"NVDA  250725P00130000",2025-07-09T14:00:00Z,Sell,2.09,0.23,1,186,2,0,186.5,15,1,"	629,653" 
2025-06-20T14:00:00Z,"META  250725P00625000",2025-07-01T14:00:00Z,Sell,5.3,1.05,1,425,2,-155,435,155,1,"	630,644" 
2025-06-25T14:00:00Z,"META  250801P00640000",2025-08-02T04:00:00Z,Sell,9.65,0,1,965,1,-45,965,254,1,"	633,680" 
2025-06-26T14:00:00Z,"NVDA  250801P00139000",2025-07-03T14:00:00Z,Sell,1.94,1.34,4,240,7.8,0,246,228,1,"	636,647" 
2025-06-26T14:00:00Z,"AAPL  250801C00220000",2025-08-02T04:00:00Z,Sell,1.39,0,3,417,1.95,-835.5,417,856.5,1,"	635,679" 
2025-06-27T14:00:00Z,"NVDA  250801P00139000",2025-07-03T14:00:00Z,Sell,1.78,1.34,4,176,2.6,-64,182,228,1,"	637,647" 
2025-06-30T14:00:00Z,"NVDA  250801P00142000",2025-07-07T14:00:00Z,Sell,2.02,1.35,3,201,3.9,-147,205.5,204,1,"	643,648" 
2025-06-30T14:00:00Z,"NVDA  250815P00140000",2025-07-08T14:00:00Z,Sell,2.6,1.99,5,305,6.5,-275,337.5,370,1,"	640,651" 
2025-06-30T14:00:00Z,"GOOGL 250815P00160000",2025-07-25T14:00:00Z,Sell,2.15,0.29,7,1302,9.1,-423.5,1309,469,1,"	642,669" 
2025-07-01T14:00:00Z,"META  250801P00665000",2025-08-02T04:00:00Z,Sell,8.75,0,1,875,1,-397.5,875,645,1,"	646,681" 
2025-07-07T14:00:00Z,"GOOGL 250808P00160000",2025-07-24T14:00:00Z,Sell,1.55,0.3,5,625,7.8,-360,640,360,1,"	650,665" 
2025-07-07T14:00:00Z,"GOOGL 250808C00195000",2025-07-24T14:00:00Z,Sell,2.68,5.2,17,-4284,22.1,-5100,1989,7089,0,"	649,666" 
2025-07-08T14:00:00Z,"GOOGL 250808P00160000",2025-07-24T14:00:00Z,Sell,1.87,0.3,2,314,1.3,-80,320,80,1,"	652,665" 
2025-07-09T14:00:00Z,"GOOGL 250815P00155000",2025-07-25T14:00:00Z,Sell,1.62,0.22,2,280,2.6,0,284,4,1,"	654,668" 
2025-07-10T14:00:00Z,"NVDA  250815P00145000",2025-07-29T14:00:00Z,Sell,1.9,0.24,2,332,6.5,0,334,36,1,"	655,673" 
2025-07-11T14:00:00Z,"NVDA  250815P00145000",2025-07-29T14:00:00Z,Sell,1.74,0.24,3,450,1.95,-48,453,54,1,"	656,673" 
2025-07-14T14:00:00Z,"NVDA  250815P00150000",2025-07-30T14:00:00Z,Sell,2.3,0.42,3,564,3.9,0,592.5,97.5,1,"	657,675" 
2025-07-15T14:00:00Z,"NVDA  250815P00145000",2025-07-29T14:00:00Z,Sell,1.42,0.24,3,354,1.95,-144,357,54,1,"	658,673" 
2025-07-16T14:00:00Z,"NVDA  250822P00155000",2025-07-29T14:00:00Z,Sell,2.43,0.77,2,332,5.85,-8,334,136,1,"	659,672" 
2025-07-17T14:00:00Z,"NVDA  250822P00155000",2025-07-29T14:00:00Z,Sell,2.24,0.77,2,294,1.3,-46,296,136,1,"	660,672" 
2025-07-18T14:00:00Z,"NVDA  250822P00155000",2025-07-29T14:00:00Z,Sell,1.88,0.77,1,111,1,-59,112,68,1,"	661,672" 
2025-07-21T14:00:00Z,"NVDA  250822P00155000",2025-07-29T14:00:00Z,Sell,1.84,0.77,2,214,1.3,-126,216,136,1,"	662,672" 
2025-07-22T14:00:00Z,"AMZN  250822P00205000",2025-08-15T14:00:00Z,Sell,1.48,0.08,1,140,2,-94,140.5,156.5,1,"	663,693" 
2025-07-23T14:00:00Z,"AMZN  250829P00205000",2025-08-13T14:00:00Z,Sell,1.91,0.57,1,134,2.95,-121.5,139,205.5,1,"	664,690" 
2025-07-24T14:00:00Z,"AMZN  250829P00205000",2025-08-13T14:00:00Z,Sell,1.65,0.57,2,216,1.3,-295,226,411,1,"	667,690" 
2025-07-25T14:00:00Z,"AMZN  250829P00210000",2025-08-18T14:00:00Z,Sell,1.95,0.28,3,501,3.9,-900,504,988.5,1,"	670,695" 
2025-07-28T14:00:00Z,"TSLA  250829P00285000",2025-08-12T14:00:00Z,Sell,5.7,1.07,2,926,2.6,-615,930,1005,1,"	671,688" 
2025-07-29T14:00:00Z,"TSLA  250829P00295000",2025-08-30T04:00:00Z,Sell,5.65,0,4,2260,2.6,-2700,2260,2700,1,"	674,712" 
2025-07-30T14:00:00Z,"TSLA  250905P00290000",2025-08-27T14:00:00Z,Sell,6.45,0.41,2,1208,2.6,-1085,1210,1085,1,"	676,708" 
2025-07-31T14:00:00Z,"NVDA  250905P00160000",2025-09-06T04:00:00Z,Sell,2.58,0,3,774,1.95,-561,774,561,1,"	677,721" 
2025-08-01T14:00:00Z,"NVDA  250905P00160000",2025-09-06T04:00:00Z,Sell,3.05,0,1,305,1,-140,305,140,1,"	678,721" 
2025-08-05T14:00:00Z,"AAPL  250912C00220000",2025-09-08T04:00:00Z,Sell,1.59,0,3,477,1.95,-5610,477,5652,0,"	684,722" 
2025-08-07T14:00:00Z,"META  250912P00700000",2025-09-13T04:00:00Z,Sell,5.2,0,1,520,1,-210,520,503,1,"	686,733" 
2025-08-11T14:00:00Z,"AAPL  250912P00210000",2025-09-13T04:00:00Z,Sell,1.52,0,4,608,2.6,-84,608,198,1,"	687,732" 
2025-08-12T14:00:00Z,"AAPL  250926P00205000",2025-09-04T14:00:00Z,Sell,1.15,0.37,4,312,5.2,-160,332,268,1,"	689,717" 
2025-08-13T14:00:00Z,"AAPL  250919P00210000",2025-09-10T14:00:00Z,Sell,1.53,0.16,5,685,6.5,-110,695,335,1,"	691,728" 
2025-08-14T14:00:00Z,"TSLA  250919P00305000",2025-08-19T14:00:00Z,Sell,6.1,5.55,2,110,3.9,-260,125,260,1,"	692,697" 
2025-08-15T14:00:00Z,"TSLA  250919P00305000",2025-08-19T14:00:00Z,Sell,6.45,5.55,2,180,1.3,-190,195,190,1,"	694,697" 
